,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Cabo Verde,30303,81767,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Costa Rica,298773,827494,0,0,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06,(1.9+/-1.1)e+06
Cuba,457372,1492773,0,0,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06,(1.7+/-1.0)e+06
Curacao,10033,24761,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Cayman Islands,8477,20919,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Cyprus,87737,243898,0,0,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05,(2.2+/-1.2)e+05
Czechia,944870,1823115,0,0,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07,(1.2+/-0.6)e+07
Germany,6836857,13817702,0,0,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08,(1.4+/-0.7)e+08
Djibouti,30487,76121,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Dominica,4958,8085,0,0,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03,(2.5+/-1.3)e+03
Denmark,475469,1033883,0,0,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07
Dominican Republic,509133,1661708,0,0,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06,(2.3+/-1.4)e+06
Algeria,2251864,4878818,0,0,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06,(4.3+/-2.4)e+06
Ecuador,1337169,3304848,0,0,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06,(2.7+/-1.5)e+06
Egypt,5119064,12729259,0,0,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07,(1.1+/-0.6)e+07
Eritrea,194926,516427,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Spain,3384171,8415960,0,0,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07,(2.9+/-1.7)e+07
Estonia,104460,213497,0,0,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05,(7+/-4)e+05
Ethiopia,4546899,12568299,0,0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0,0.0+/-0
Finland,444260,915307,0,0,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06,(7+/-4)e+06
Fiji,55501,123080,0,0,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04,(8+/-4)e+04
